"geneNames","logpPred","t0LUADoverLUSC","mStop","deviance","aic"
"ARMCX5",-3.91,1.12,170,1020,1910
"CSRNP2",-3.91,1.1,190,837,1790
"IBSP",-3.91,2.31,173,845,1760
"ZNF280B",-3.91,0.724,161,908,1780
"MAPK8IP2",-3.91,0.703,165,822,1710
"P2RY12",-3.91,1.62,155,1400,2210
"SYT15",-3.91,1.56,159,832,1700
"EXTL1",-3.91,1.79,156,1630,2460
"IKZF1",-3.91,1.26,167,1010,1890
"PALM2",-3.91,0.779,179,767,1700
"PPP1R3F",-3.91,1.2,166,833,1720
"UQCC",-3.9,0.907,164,802,1690
"THOC1",-3.9,0.882,168,814,1710
"EIF2AK3",-3.9,0.904,174,884,1800
"NLGN4X",-3.9,0.55,161,1150,2000
"STAB1",-3.9,1.22,178,803,1730
"C11orf57",-3.9,1.09,169,822,1720
"C1orf122",-3.9,1.21,134,2000,2730
"UHRF1BP1",-3.9,1.12,159,802,1680
"TRDMT1",-3.89,1.21,171,806,1720
"TGIF1",-3.89,0.884,174,870,1780
"ZNF287",-3.89,0.874,161,829,1710
"KIAA2026",-3.89,0.898,168,827,1730
"C6orf132",-3.89,0.849,173,808,1720
"HIATL2",-3.89,0.876,172,795,1710
"ANKLE1",-3.89,0.685,163,867,1740
"VARS",-3.89,1.13,156,792,1660
"ZFP36L1",-3.89,1.15,171,779,1690
"DMBT1",-3.89,1.96,160,1020,1880
"MED18",-3.89,1.13,177,896,1810
"TBX4",-3.89,1.42,165,908,1790
"DYRK4",-3.88,0.877,152,783,1640
"ACTR10",-3.88,1.1,171,839,1750
"STAG2",-3.88,0.924,139,815,1620
"FAM71E1",-3.88,0.652,149,1180,2000
"ELOVL6",-3.88,0.777,166,850,1740
"ME2",-3.88,0.902,179,839,1770
"PILRA",-3.88,1.26,177,789,1720
"MAN2A2",-3.88,0.892,168,784,1690
"SLC7A4",-3.87,0.637,165,1020,1890
"EMP3",-3.87,1.21,171,824,1730
"ZNF567",-3.87,0.865,146,778,1610
"PRPF38A",-3.87,0.921,171,868,1770
"ATAD3A",-3.87,0.874,155,790,1650
"OAZ1",-3.87,0.906,164,814,1700
"ZNF45",-3.87,0.907,173,792,1710
"ADCK4",-3.87,0.873,164,776,1680
"TMSB15A",-3.87,0.394,157,1160,2010
"XRCC5",-3.87,0.922,172,845,1760
"TRIM47",-3.87,1.18,179,802,1730
"PRKCB",-3.86,1.28,168,953,1840
"KBTBD3",-3.86,1.41,130,2450,3140
"LANCL2",-3.86,0.74,167,1350,2210
"UROD",-3.86,1.11,157,780,1650
"C20orf46",-3.86,0.74,170,766,1680
"LOC728875",-3.86,1.44,174,1090,1980
"KATNAL2",-3.86,0.791,173,799,1720
"HERC6",-3.86,1.23,169,928,1820
"DCAF4",-3.86,0.886,159,810,1690
"ITGA5",-3.86,0.74,158,1390,2220
"SP140",-3.86,1.33,152,1030,1870
"ZNF654",-3.86,1.11,175,843,1760
"PDIA3",-3.85,1.14,175,778,1710
"ALOX15",-3.85,0.414,174,857,1780
"HMGN3",-3.85,1.2,157,967,1830
"SLCO5A1",-3.85,1.57,156,1040,1890
"SFRS15",-3.85,0.916,159,798,1680
"ANXA3",-3.85,1.41,159,1130,1980
"RDH5",-3.85,1.71,132,2220,2940
"INMT",-3.85,1.76,163,933,1810
"HSPA7",-3.85,1.36,179,850,1780
"SERPINB8",-3.85,0.865,174,874,1790
"CXXC1",-3.85,0.893,164,933,1820
"P2RY10",-3.84,1.31,162,863,1740
"CCDC97",-3.84,0.911,176,785,1720
"CLDN11",-3.84,0.476,166,762,1670
"C1orf52",-3.84,0.898,169,832,1740
"NUP107",-3.84,0.785,142,1860,2610
"SH3GLB1",-3.84,1.09,164,885,1770
"WDR45",-3.84,1.09,162,776,1670
"GNPAT",-3.83,1.08,180,825,1760
"SLC44A5",-3.83,0.754,163,841,1730
"RBM6",-3.83,1.13,164,846,1740
"APOC1",-3.83,1.44,172,1080,1970
"GMFG",-3.83,1.27,147,857,1690
"HOXB6",-3.82,1.63,173,1050,1950
"PPIB",-3.82,1.14,157,782,1660
"KIAA1683",-3.82,1.54,157,870,1740
"YY2",-3.82,0.845,158,791,1670
"LOC100132288",-3.82,0.826,165,808,1710
"KIAA1586",-3.82,0.868,163,824,1720
"CHRDL1",-3.82,1.5,159,864,1740
"OAT",-3.82,1.23,161,948,1830
"ZNF821",-3.81,1.12,161,906,1790
"DIP2C",-3.81,1.13,160,848,1730
"JAKMIP1",-3.81,1.62,165,1280,2140
"TADA1",-3.81,0.884,166,822,1730
"DFNB31",-3.81,0.804,174,690,1630
"ZNF772",-3.81,0.867,164,823,1730
"ZC3H4",-3.81,0.926,160,793,1680
"PSMB6",-3.81,0.893,178,912,1840
"PEX6",-3.8,1.17,176,775,1710
"RAD51L1",-3.8,0.823,178,1060,1970
"ZNF174",-3.8,0.922,177,808,1740
"CLIC5",-3.8,1.76,172,1010,1910
"CSAD",-3.8,0.827,165,793,1690
"LOC729234",-3.8,1.17,157,848,1720
"SF3B4",-3.8,0.904,163,806,1700
"TBC1D2",-3.8,0.841,173,862,1780
"SPPL2A",-3.8,0.905,181,853,1790
"PPWD1",-3.8,1.08,171,817,1740
"C12orf75",-3.79,0.68,171,1200,2080
"SEC23B",-3.79,1.09,189,844,1810
"TTC16",-3.79,1.8,170,925,1830
"NAMPT",-3.79,0.757,166,811,1720
"CCDC163P",-3.79,0.821,182,845,1800
"TMX1",-3.79,0.892,166,942,1840
"PRPS2",-3.79,0.779,126,2370,3070
"ZNF628",-3.79,0.893,170,809,1730
"MYLK4",-3.79,1.25,178,800,1740
"FAM13C",-3.79,1.32,184,883,1830
"CYP51A1",-3.78,0.846,174,770,1710
"HRASLS5",-3.78,2.15,147,977,1810
"FAM122A",-3.78,0.917,198,831,1820
"XDH",-3.78,1.59,171,916,1840
"ID3",-3.78,0.826,169,815,1730
"UBE2B",-3.78,1.1,192,877,1840
"ZNF721",-3.78,1.18,143,2100,2860
"CECR2",-3.78,0.719,172,1070,1980
"LOC100270804",-3.77,0.796,183,776,1740
"UBIAD1",-3.77,1.07,168,830,1750
"BGLAP",-3.77,1.18,176,847,1770
"KLHL18",-3.77,1.07,176,824,1760
"ELOVL1",-3.77,1.1,183,836,1790
"GNA11",-3.77,0.905,169,802,1720
"PPP1R3E",-3.77,0.826,167,759,1670
"ITGAV",-3.77,0.85,181,792,1740
"C1orf50",-3.77,1.11,173,814,1740
"DSCAML1",-3.77,1.98,158,1360,2200
"SLC5A1",-3.77,1.74,178,771,1720
"TBCEL",-3.76,1.11,187,815,1790
"CNIH4",-3.76,1.16,176,845,1780
"LRRC16B",-3.76,0.611,162,1020,1900
"PSMB2",-3.76,0.916,170,857,1770
"MORN2",-3.76,1.15,179,814,1760
"ATP5D",-3.76,0.88,162,875,1770
"FOXD4",-3.76,1.28,180,828,1770
"LMOD1",-3.76,1.35,158,960,1830
"MS4A7",-3.76,1.35,171,837,1760
"PLB1",-3.75,0.785,169,881,1800
"FTSJ3",-3.75,0.908,164,814,1720
"NFAM1",-3.75,1.25,165,812,1720
"CCDC115",-3.75,0.922,181,819,1770
"KCNMB4",-3.75,1.67,174,1200,2110
"PSAP",-3.75,1.12,160,789,1680
"LOC647288",-3.74,1.18,167,817,1730
"S100A14",-3.74,0.776,188,832,1810
"SEC31B",-3.74,1.31,163,949,1840
"PPAPDC1A",-3.74,0.682,187,939,1890
"KIAA0284",-3.74,0.862,162,772,1670
"LOC100272216",-3.74,1.26,169,782,1710
"PABPC1",-3.74,0.874,175,875,1800
"C6orf165",-3.74,1.72,164,824,1730
"DNAH10",-3.74,1.86,172,930,1840
"CDK7",-3.74,1.11,157,793,1680
"NDUFAB1",-3.74,0.886,154,805,1680
"BMPR2",-3.73,1.17,161,868,1760
"LEMD3",-3.73,0.863,161,1100,1980
"OXA1L",-3.73,1.1,154,999,1860
"MSL3L2",-3.73,0.836,173,808,1750
"SACS",-3.73,0.797,160,1440,2290
"ATG9A",-3.73,0.925,186,792,1770
"ERO1LB",-3.73,1.45,168,808,1730
"KSR2",-3.73,2.07,128,2610,3300
"CD274",-3.73,0.699,164,850,1760
"CD14",-3.73,1.21,163,830,1730
"ZNF594",-3.73,0.853,184,797,1770
"DLGAP1",-3.72,0.566,176,825,1760
"C1S",-3.72,0.834,162,790,1700
"ARSJ",-3.72,0.796,173,805,1750
"CCDC85A",-3.72,1.45,173,858,1780
"CYP26B1",-3.72,0.72,167,781,1700
"CD37",-3.72,1.35,155,1230,2080
"SLC35C2",-3.72,0.917,173,881,1810
"DNAJC17",-3.72,1.09,170,780,1710
"EGR2",-3.72,0.757,178,811,1760
"ITGB7",-3.72,1.2,174,834,1770
"GUSBP3",-3.71,1.15,163,797,1700
"ORMDL2",-3.71,1.12,165,787,1700
"VAMP3",-3.71,1.09,171,861,1790
"ICAM5",-3.71,1.63,136,2020,2770
"GPX3",-3.71,1.53,177,977,1900
"GJA9",-3.71,1.29,160,1380,2240
"SDHA",-3.71,0.889,170,835,1760
"RGS9",-3.71,0.704,170,872,1790
"MIS12",-3.71,0.911,193,823,1810
"CASP9",-3.71,1.15,171,928,1850
"C20orf177",-3.71,0.848,176,899,1840
"TATDN2",-3.7,0.933,162,814,1720
"ANGEL2",-3.7,1.08,187,808,1780
"PRELP",-3.7,1.32,180,892,1830
"TM7SF4",-3.7,1.56,171,924,1840
"NIPBL",-3.7,0.874,182,1060,2000
"GDF10",-3.7,1.71,175,916,1840
"ADAR",-3.7,1.11,159,901,1790
"ZC3H12D",-3.7,1.4,148,1680,2490
"ZNF808",-3.7,1.11,171,805,1740
"ABTB1",-3.7,1.13,165,866,1780
"GEMIN5",-3.7,1.09,182,866,1830
"ASB16",-3.7,1.25,175,862,1800
"LPIN1",-3.7,1.19,162,1030,1920
"STX10",-3.69,1.11,185,884,1850
"TATDN1",-3.69,0.863,163,973,1860
"GLUD2",-3.69,0.893,160,762,1660
"MRP63",-3.69,1.12,186,784,1760
"FAM59A",-3.69,0.816,168,846,1770
"PTEN",-3.69,1.1,170,755,1690
"C11orf51",-3.69,0.874,163,879,1780
"COMMD8",-3.69,0.843,188,841,1820
"MTPAP",-3.68,0.91,155,828,1710
"C21orf119",-3.68,0.85,176,877,1820
"COMMD9",-3.68,1.11,162,945,1840
"HBP1",-3.68,1.1,178,850,1800
"ADM2",-3.68,1.27,178,822,1780
"CTR9",-3.68,1.08,184,817,1780
"CCDC117",-3.68,0.901,170,781,1710
"VDAC1",-3.68,0.902,175,799,1740
"H6PD",-3.68,1.13,180,760,1720
"PHF15",-3.68,0.843,178,724,1700
"GLDN",-3.67,1.46,189,851,1830
"MAP7",-3.67,0.863,164,1010,1900
"LRRC16A",-3.67,0.877,151,845,1710
"B9D2",-3.67,1.14,167,874,1790
"LCOR",-3.67,1.16,179,840,1790
"CYTSB",-3.67,1.18,164,798,1710
"AMACR",-3.67,1.29,177,819,1770
"TMEM107",-3.66,1.13,180,842,1800
"C1R",-3.66,0.86,188,771,1760
"SERPINE2",-3.66,0.37,96,4210,4720
"PPP2R5B",-3.66,0.902,172,865,1800
"C19orf56",-3.66,0.914,180,809,1770
"C14orf79",-3.66,1.13,166,823,1740
"GPBP1L1",-3.66,1.08,169,841,1770
"TMEM14B",-3.66,1.18,164,855,1770
"ASB13",-3.66,0.898,192,741,1750
"UQCRB",-3.65,1.11,184,777,1760
"RPL18",-3.65,0.873,171,927,1850
"INO80B",-3.65,0.887,190,789,1780
"P4HA1",-3.65,0.853,184,881,1850
"MYH11",-3.65,0.622,177,589,1570
"ZC3HAV1",-3.65,1.08,184,808,1780
"PEF1",-3.65,0.925,180,844,1810
"LOC100128640",-3.65,0.824,166,766,1690
"TIE1",-3.65,1.33,158,868,1760
"AKAP12",-3.65,1.82,180,821,1790
"ARMC5",-3.65,0.897,165,810,1730
"CECR6",-3.65,1.36,172,813,1760
"DDI2",-3.65,0.874,167,831,1760
"C6orf105",-3.65,0.666,182,744,1720
"COL6A1",-3.65,0.789,176,809,1760
"COX19",-3.65,0.894,171,813,1750
"CD163",-3.64,1.34,166,839,1760
"C17orf44",-3.64,1.18,146,756,1610
"SYNPO2",-3.64,0.664,191,632,1650
"MANBA",-3.64,1.12,181,859,1820
"MLXIP",-3.64,1.11,189,833,1820
"EGFLAM",-3.64,0.723,181,810,1780
"PIM3",-3.64,1.14,182,793,1770
"HLA-L",-3.64,1.2,176,817,1780
"PDZD7",-3.64,1.48,140,1200,2010
"JDP2",-3.64,1.2,178,828,1790
"PRSS50",-3.63,0.473,201,722,1760
"RAET1E",-3.63,0.6,168,698,1640
"SRP68",-3.63,0.933,168,822,1760
"IDH3G",-3.63,1.09,157,760,1660
"DERL2",-3.63,1.1,174,851,1800
"PPM1A",-3.63,1.08,177,828,1790
"LOC145783",-3.63,0.843,173,898,1830
"AMDHD2",-3.63,1.13,166,837,1760
"BMP2",-3.63,1.36,174,821,1770
"SF3B1",-3.62,0.939,176,792,1760
"ABHD2",-3.62,1.23,174,813,1760
"ARHGAP6",-3.62,1.42,165,908,1820
"JSRP1",-3.62,1.54,178,886,1840
"DNAJC11",-3.62,0.926,184,810,1790
"NDUFB7",-3.62,0.852,179,838,1800
"PRPF38B",-3.62,0.927,189,804,1800
"MYST4",-3.61,0.898,170,829,1770
"CBL",-3.61,0.899,172,832,1780
"F2RL3",-3.61,1.47,167,1060,1970
"BOD1L",-3.61,1.11,176,823,1780
"TAF10",-3.61,1.1,171,818,1760
"DMAP1",-3.61,1.1,177,819,1780
"OTUB2",-3.61,0.826,189,775,1780
"UBE2QL1",-3.61,0.437,155,1390,2230
"RNF166",-3.61,1.1,180,861,1830
"DAB2IP",-3.61,0.865,184,786,1770
"C9orf40",-3.61,0.86,187,860,1850
"C7orf58",-3.6,1.36,179,934,1890
"ZFP36L2",-3.6,1.14,173,822,1770
"EFR3A",-3.6,1.11,174,754,1710
"CLEC2B",-3.6,0.762,179,727,1700
"IMPDH2",-3.6,1.12,183,744,1730
"ITGA8",-3.6,1.5,164,937,1840
"TMEM63C",-3.6,1.44,176,897,1850
"GIMAP8",-3.6,1.4,181,956,1910
"CDH11",-3.6,1.23,158,772,1680
"ENHO",-3.59,0.664,169,842,1780
"ZNF573",-3.59,1.22,176,1010,1950
"MNS1",-3.59,1.28,182,834,1810
"ZNF165",-3.59,1.19,172,973,1900
"ZNF691",-3.59,1.11,178,785,1750
"KRTCAP3",-3.59,1.25,184,884,1860
"NPIP",-3.59,0.872,161,779,1690
"MBLAC1",-3.59,0.859,169,833,1770
"ZNF213",-3.58,1.1,172,836,1780
"CDK5RAP3",-3.58,1.14,180,846,1820
"MMP9",-3.58,0.656,174,819,1770
"SMPD2",-3.58,0.886,168,1040,1960
"UQCRHL",-3.58,0.862,192,879,1880
"AUP1",-3.57,0.913,184,820,1800
"PPM1N",-3.57,1.42,183,863,1850
"LOC147804",-3.57,0.841,180,907,1870
"TBC1D10B",-3.57,0.92,185,958,1930
"ECM2",-3.57,1.24,175,826,1780
"SLTM",-3.57,0.933,168,796,1740
"RNASEL",-3.57,1.12,162,880,1790
"PACS1",-3.57,1.1,172,779,1740
"PLEKHF2",-3.57,0.894,170,809,1760
"C11orf95",-3.57,0.885,184,856,1840
"LQK1",-3.56,1.24,177,829,1800
"LOC100129387",-3.56,0.871,179,762,1740
"HDAC10",-3.56,0.893,160,753,1670
"ZNF611",-3.56,1.12,165,826,1750
"ATP5J2",-3.56,0.82,179,937,1890
"NCF2",-3.55,1.24,183,867,1850
"WDR93",-3.55,1.56,178,806,1780
"GALNTL4",-3.55,0.848,190,819,1820
"BAT2",-3.55,0.909,168,824,1770
"DHX38",-3.55,0.924,169,831,1770
"C2orf34",-3.55,0.877,182,769,1760
"RBMX2",-3.55,0.918,177,890,1850
"VPS26A",-3.55,0.919,161,766,1690
"C12orf68",-3.54,0.723,184,788,1780
"ANKRD17",-3.54,0.912,184,857,1850
"ANKS6",-3.54,1.11,177,865,1830
"RPS5",-3.54,0.804,182,960,1930
"UCK1",-3.54,0.928,185,836,1830
"GADD45A",-3.54,0.834,178,860,1830
"ZNF570",-3.54,0.864,180,793,1780
"CD164",-3.54,1.12,183,854,1840
"FOXP2",-3.53,0.764,161,893,1810
"RFFL",-3.53,0.883,192,993,1990
"GRN",-3.53,1.13,185,815,1800
"ZNF841",-3.53,1.14,182,813,1800
"HIVEP3",-3.53,0.829,158,749,1670
"GSPT1",-3.53,1.08,186,843,1840
"TACO1",-3.53,0.907,171,821,1780
"CCDC108",-3.53,2.05,178,940,1890
"HNRNPH2",-3.53,1.07,179,880,1850
"DNAJC16",-3.53,1.08,153,832,1720
"CABLES2",-3.52,0.857,180,914,1880
"KDELC2",-3.52,0.888,179,841,1820
"KIF27",-3.52,1.16,155,747,1650
"SNX10",-3.52,1.2,184,833,1830
"GCN1L1",-3.52,0.911,163,850,1780
"CRTAM",-3.52,1.3,161,862,1780
"LOC202781",-3.52,0.859,173,837,1790
"TRAPPC2P1",-3.52,0.888,176,958,1910
"AGPAT9",-3.52,0.707,178,1020,1990
"SELE",-3.52,0.437,170,1180,2110
"TIA1",-3.52,0.895,183,774,1770
"ZNF195",-3.51,1.11,166,833,1770
"DECR1",-3.51,1.1,179,808,1790
"HIST1H2BD",-3.51,1.23,172,844,1800
"SMARCD3",-3.51,1.22,179,854,1830
"ANK2",-3.51,1.42,181,895,1870
"AGFG1",-3.51,0.899,188,890,1890
"C14orf109",-3.51,0.893,179,802,1780
"RPL23P8",-3.51,1.15,194,851,1870
"TGFBRAP1",-3.51,0.91,181,808,1800
"ZNF580",-3.5,0.881,186,839,1840
"LOC642852",-3.5,1.16,172,820,1780
"EEF1D",-3.5,1.12,190,802,1810
"HOXA4",-3.5,0.54,127,3140,3830
"ZNF586",-3.5,0.895,186,819,1830
"LIPE",-3.5,0.817,195,870,1890
"FAM124B",-3.5,1.33,174,937,1880
"HTRA4",-3.5,1.41,191,864,1880
"RHOQ",-3.5,0.907,186,868,1870
"PYGO2",-3.5,1.09,156,803,1710
"IL12A",-3.5,0.677,190,794,1810
"USO1",-3.5,1.11,171,1080,2010
"HEYL",-3.5,1.2,182,899,1880
"FAM70A",-3.5,0.714,205,754,1810
"FAM83A",-3.5,1.52,161,819,1740
"NXT2",-3.49,0.83,167,898,1840
"C19orf42",-3.49,0.911,173,812,1780
"C21orf63",-3.49,1.21,184,809,1810
"THAP7",-3.49,0.825,160,1580,2460
"G6PD",-3.49,0.756,169,897,1840
"KRTAP4-1",-3.49,1.46,187,870,1890
"POLI",-3.49,1.11,206,858,1910
"FLOT2",-3.49,0.921,182,754,1750
"ARHGAP24",-3.48,0.848,179,793,1780
"SPTBN1",-3.48,1.21,184,841,1840
"PDLIM2",-3.48,1.21,160,804,1720
"CDK13",-3.48,0.932,172,804,1770
"SUSD3",-3.48,1.26,161,1240,2130
"G2E3",-3.48,0.84,165,1270,2170
"KIAA1949",-3.48,0.882,183,814,1810
"OR2A4",-3.48,0.794,171,773,1740
"RIMS4",-3.48,0.534,183,835,1830
"C2orf88",-3.47,0.784,196,768,1810
"CAPZA2",-3.47,1.33,194,811,1830
"LRRC50",-3.47,1.95,178,942,1900
"NUDC",-3.47,1.09,198,806,1840
"RPL37",-3.47,0.865,178,808,1790
"C14orf176",-3.47,0.733,177,1050,2010
"ELMO3",-3.47,1.15,175,828,1800
"FRMD4A",-3.47,0.834,186,753,1770
"LRRC48",-3.47,1.74,189,910,1910
"RGPD3",-3.47,1.1,182,818,1810
"CCDC65",-3.47,1.76,173,873,1830
"ZNF683",-3.47,1.46,193,846,1870
"ACP5",-3.46,1.26,180,760,1750
"RASAL3",-3.46,1.27,173,1210,2150
"NPR1",-3.46,1.5,164,900,1830
"LOC100286793",-3.46,1.22,161,1110,2020
"TMEM119",-3.46,1.22,180,857,1840
"KLK7",-3.46,0.442,180,944,1920
"MMD",-3.46,1.17,175,755,1740
"SP6",-3.46,0.669,165,1130,2050
"ATP6V0A4",-3.46,1.9,176,1170,2110
"B3GALT4",-3.46,1.13,169,866,1820
"STAT5A",-3.46,1.15,188,903,1910
"KCNJ15",-3.46,1.29,175,778,1760
"APOBEC3D",-3.46,0.85,187,789,1800
"NAPB",-3.46,0.875,180,866,1850
"POLR3K",-3.46,0.889,201,787,1840
"CHST9",-3.46,0.612,182,942,1920
"C6orf192",-3.46,0.865,193,773,1810
"FLJ10213",-3.46,1.18,185,819,1830
"ZNF480",-3.45,0.911,195,814,1850
"F13A1",-3.45,1.38,160,835,1760
"PDCD6",-3.45,0.855,192,821,1840
"LDHA",-3.45,0.862,188,886,1890
"STK38",-3.45,0.898,173,731,1710
"EPB41L4B",-3.45,1.16,194,877,1900
"POLR2E",-3.45,0.928,176,823,1800
"NUDT19",-3.45,0.852,167,1130,2060
"C9orf24",-3.44,1.86,194,816,1850
"ZNF565",-3.44,0.89,154,776,1680
"UCP3",-3.44,1.21,175,874,1850
"SGSM3",-3.44,1.11,193,805,1840
"AXIN2",-3.44,1.45,167,1550,2450
"KIF19",-3.44,1.92,159,1020,1930
"CAB39L",-3.44,1.24,189,998,2000
"MFSD5",-3.44,0.928,187,878,1880
"TMEM26",-3.44,0.811,184,734,1750
"C12orf24",-3.44,0.799,177,899,1870
"LGALS2",-3.43,1.51,178,901,1880
"SDF2L1",-3.43,1.16,189,846,1860
"RPL15",-3.43,1.13,193,868,1890
"RASD2",-3.43,0.489,157,2140,2980
"PALM2-AKAP2",-3.43,1.33,195,914,1940
"NPM2",-3.43,0.745,178,814,1800
"STAMBPL1",-3.43,1.17,194,910,1940
"DACH1",-3.42,0.723,176,793,1780
"SEL1L",-3.42,1.11,185,816,1830
"C12orf51",-3.42,1.13,173,1060,2010
"C21orf58",-3.42,0.821,201,817,1860
"SLC15A4",-3.42,1.08,179,848,1840
"ACVR1B",-3.42,1.13,182,837,1850
"AMPD2",-3.42,0.919,194,821,1850
"AKR1C2",-3.42,0.624,160,967,1880
"COL6A2",-3.42,0.807,192,818,1850
"BCS1L",-3.42,0.915,178,797,1790
"KCNK3",-3.42,1.65,186,1040,2030
"LOC100130987",-3.42,1.18,168,866,1820
"ZNF143",-3.41,0.94,188,842,1860
"ITCH",-3.41,0.927,194,790,1830
"ZBED2",-3.41,0.715,183,837,1840
"IFIH1",-3.41,1.19,186,864,1870
"PSTK",-3.41,0.871,193,853,1880
"ACSS1",-3.41,0.847,185,823,1840
"DNAJC27",-3.41,0.907,192,802,1830
"MAP2K3",-3.41,1.13,189,924,1930
"BDNF",-3.41,0.664,169,1060,2000
"SMARCA4",-3.41,0.888,188,824,1840
"IL3RA",-3.41,1.28,187,925,1930
"ATIC",-3.41,1.1,214,811,1900
"TP53BP2",-3.41,1.09,185,830,1840
"ZFY",-3.41,0.746,186,811,1830
"WNK1",-3.41,1.12,198,816,1870
"WWP1",-3.4,0.911,175,807,1790
"KCNQ5",-3.4,0.715,180,854,1850
"MREG",-3.4,0.866,183,959,1950
"TPMT",-3.4,1.11,193,898,1920
"DNAJA2",-3.4,0.923,193,852,1890
"APC2",-3.4,0.668,168,875,1830
"NDUFB6",-3.4,0.862,191,862,1890
"CXCR2",-3.4,0.656,193,848,1880
"JPH1",-3.4,0.777,179,1230,2190
"POLR2I",-3.4,0.852,180,1230,2190
"CEP350",-3.4,1.09,187,884,1900
"GPR89C",-3.4,1.2,189,845,1870
"ROPN1L",-3.39,1.74,185,827,1840
"TBC1D2B",-3.39,1.11,185,805,1820
"ZNF668",-3.39,0.921,163,795,1740
"ZNF627",-3.39,1.16,189,907,1920
"GTF2A2",-3.39,0.854,173,1530,2460
"ACTR3C",-3.39,1.2,187,812,1830
"BUD31",-3.39,0.868,182,912,1900
"STK4",-3.38,0.923,201,850,1910
"CABYR",-3.38,0.637,172,895,1860
"TSPAN17",-3.38,1.11,192,823,1860
"NUP214",-3.38,0.927,197,802,1850
"RRAS",-3.38,1.18,202,855,1910
"FBXO4",-3.37,0.867,182,839,1840
"APH1B",-3.37,1.21,155,1520,2390
"SDC2",-3.37,0.804,192,770,1820
"DEDD2",-3.37,0.905,180,775,1780
"MAP1D",-3.37,0.877,178,870,1860
"SHQ1",-3.37,1.07,190,791,1830
"FAM89A",-3.37,0.817,174,1130,2090
"NUP88",-3.37,0.907,187,829,1860
"RIMS3",-3.37,1.26,167,877,1830
"FAM95B1",-3.36,0.7,189,893,1910
"VPS13B",-3.36,0.909,187,882,1900
"MAP1LC3B2",-3.36,1.1,203,810,1890
"CYTH4",-3.36,1.18,179,836,1840
"RAI14",-3.36,0.824,196,757,1820
"IL1RL2",-3.36,0.804,196,839,1880
"MGC16121",-3.36,1.33,189,864,1890
"KIAA1614",-3.36,0.82,185,818,1840
"UBC",-3.35,0.925,180,847,1850
"FCGR3B",-3.35,0.614,193,733,1790
"MEGF6",-3.35,1.22,192,882,1920
"C9orf117",-3.35,1.88,201,930,1980
"CCDC45",-3.35,0.905,196,805,1860
"MPV17L",-3.35,0.688,185,833,1850
"C9orf123",-3.35,0.854,186,889,1900
"ERGIC2",-3.35,0.883,189,930,1950
"KIAA1967",-3.35,0.922,205,805,1880
"OTUD4",-3.35,1.08,193,892,1930
"FAM98A",-3.35,0.929,188,789,1830
"PCDHGA5",-3.34,1.27,208,889,1970
"HIVEP2",-3.34,0.872,183,1230,2220
"LOC729991",-3.34,0.909,176,785,1780
"SPTLC2",-3.34,1.12,189,868,1890
"LRRC23",-3.33,1.22,202,825,1900
"WDR59",-3.33,0.916,212,839,1930
"CORO1A",-3.33,1.3,154,1860,2720
"RSPO3",-3.33,2.48,203,1150,2220
"MTERFD3",-3.33,1.13,177,868,1860
"TMEFF1",-3.33,0.624,140,2340,3110
"C6orf203",-3.33,0.836,178,851,1850
"UBXN1",-3.32,1.07,196,813,1870
"AOC3",-3.32,1.41,197,928,1970
"SOX4",-3.32,1.18,191,895,1930
"NVL",-3.32,1.09,197,864,1920
"LOC253724",-3.32,1.16,211,843,1940
"TUBGCP2",-3.31,1.07,190,883,1920
"RELL1",-3.31,0.861,187,887,1910
"BAG1",-3.31,1.16,187,851,1880
"ZDHHC20",-3.31,0.887,180,853,1860
"CD226",-3.31,1.24,190,905,1930
"SH2D3A",-3.31,1.16,180,842,1850
"KAT2A",-3.31,0.88,203,879,1960
"LYNX1",-3.31,0.673,189,1030,2040
"C6orf130",-3.31,1.1,199,815,1880
"ADCY4",-3.3,1.3,183,896,1900
"PLEKHM3",-3.3,1.12,190,886,1930
"CGREF1",-3.3,0.701,207,931,2000
"U2AF1L4",-3.3,0.882,206,849,1940
"ADAMTS6",-3.3,1.37,177,883,1880
"BACH1",-3.3,0.905,180,818,1830
"ANKRD36B",-3.3,0.812,197,834,1900
"HYDIN",-3.3,1.63,181,838,1850
"ANKRD54",-3.3,0.899,170,1110,2070
"CYLD",-3.29,1.1,184,846,1870
"SRA1",-3.29,1.1,175,846,1840
"RCC1",-3.29,0.871,170,853,1830
"PDE7B",-3.29,1.29,202,873,1950
"ASB6",-3.29,0.931,204,812,1900
"CXorf36",-3.29,1.35,188,1060,2070
"CD7",-3.29,1.29,198,849,1910
"EPHA3",-3.29,1.53,191,896,1940
"PVT1",-3.29,0.794,198,1130,2170
"MYL6",-3.29,1.14,186,866,1890
"WBSCR16",-3.29,0.925,209,831,1930
"SERPINA5",-3.28,2.58,157,1560,2450
"ZNF233",-3.28,1.21,191,853,1900
"TMEM184C",-3.28,1.07,206,859,1950
"C5orf44",-3.28,1.12,194,903,1950
"PPAP2A",-3.28,1.21,184,820,1850
"PTGFR",-3.28,1.66,199,863,1940
"C7orf31",-3.28,0.887,185,815,1850
"TP53BP1",-3.27,0.915,190,760,1810
"LOC399959",-3.27,1.38,203,871,1950
"SNHG7",-3.27,1.17,203,850,1930
"C11orf66",-3.27,1.69,150,833,1730
